Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
CENSUS,2016,YEAR,,STATE,NEBRASKA,31,,,,,,,0,,CORN,"CORN, GRAIN, ORGANIC - SALES, MEASURED IN BU",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"1,346,173",9.1
CENSUS,2016,YEAR,,STATE,NEBRASKA,31,,,,,,,0,,FIELD CROP TOTALS,"FIELD CROP TOTALS, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"53,515",4.6
CENSUS,2016,YEAR,,STATE,NEBRASKA,31,,,,,,,0,,FIELD CROP TOTALS,"FIELD CROP TOTALS, ORGANIC - OPERATIONS WITH AREA HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),146,1.6
CENSUS,2016,YEAR,,STATE,NEBRASKA,31,,,,,,,0,,FIELD CROP TOTALS,"FIELD CROP TOTALS, ORGANIC - OPERATIONS WITH SALES",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),143,1.9
CENSUS,2016,YEAR,,STATE,NEBRASKA,31,,,,,,,0,,FIELD CROP TOTALS,"FIELD CROP TOTALS, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
CENSUS,2016,YEAR,,STATE,NEBRASKA,31,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA), ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"1,754",13.7
CENSUS,2016,YEAR,,STATE,NEBRASKA,31,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA), ORGANIC - OPERATIONS WITH AREA HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),14,8.8
CENSUS,2016,YEAR,,STATE,NEBRASKA,31,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA), ORGANIC - OPERATIONS WITH SALES",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),8,10.8
CENSUS,2016,YEAR,,STATE,NEBRASKA,31,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA), ORGANIC - PRODUCTION, MEASURED IN TONS",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"3,716",15.2
CENSUS,2016,YEAR,,STATE,NEBRASKA,31,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA), ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"303,564",23.7
CENSUS,2016,YEAR,,STATE,NEBRASKA,31,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA), ORGANIC - SALES, MEASURED IN TONS",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"2,096",24
CENSUS,2016,YEAR,,STATE,NEBRASKA,31,,,,,,,0,,HAY,"HAY, ALFALFA, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"10,655",8.4
CENSUS,2016,YEAR,,STATE,NEBRASKA,31,,,,,,,0,,HAY,"HAY, ALFALFA, ORGANIC - OPERATIONS WITH AREA HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),57,6.5
CENSUS,2016,YEAR,,STATE,NEBRASKA,31,,,,,,,0,,HAY,"HAY, ALFALFA, ORGANIC - OPERATIONS WITH SALES",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),52,8.9
CENSUS,2016,YEAR,,STATE,NEBRASKA,31,,,,,,,0,,HAY,"HAY, ALFALFA, ORGANIC - PRODUCTION, MEASURED IN TONS",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"44,049",10.2
CENSUS,2016,YEAR,,STATE,NEBRASKA,31,,,,,,,0,,HAY,"HAY, ALFALFA, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"4,592,342",13.1
CENSUS,2016,YEAR,,STATE,NEBRASKA,31,,,,,,,0,,HAY,"HAY, ALFALFA, ORGANIC - SALES, MEASURED IN TONS",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"35,630",14.2
CENSUS,2016,YEAR,,STATE,NEBRASKA,31,,,,,,,0,,HAY,"HAY, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"12,409",7
CENSUS,2016,YEAR,,STATE,NEBRASKA,31,,,,,,,0,,HAY,"HAY, ORGANIC - OPERATIONS WITH AREA HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),65,5.2
CENSUS,2016,YEAR,,STATE,NEBRASKA,31,,,,,,,0,,HAY,"HAY, ORGANIC - OPERATIONS WITH SALES",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),58,6.9
CENSUS,2016,YEAR,,STATE,NEBRASKA,31,,,,,,,0,,HAY,"HAY, ORGANIC - PRODUCTION, MEASURED IN TONS",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"47,765",8.8
CENSUS,2016,YEAR,,STATE,NEBRASKA,31,,,,,,,0,,HAY,"HAY, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"4,895,906",11.3
CENSUS,2016,YEAR,,STATE,NEBRASKA,31,,,,,,,0,,HAY,"HAY, ORGANIC - SALES, MEASURED IN TONS",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"37,726",12.5
CENSUS,2016,YEAR,,STATE,NEBRASKA,31,,,,,,,0,,HAYLAGE,"HAYLAGE, (EXCL ALFALFA), ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
CENSUS,2016,YEAR,,STATE,NEBRASKA,31,,,,,,,0,,HAYLAGE,"HAYLAGE, (EXCL ALFALFA), ORGANIC - OPERATIONS WITH AREA HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),1,35.1
CENSUS,2016,YEAR,,STATE,NEBRASKA,31,,,,,,,0,,HAYLAGE,"HAYLAGE, (EXCL ALFALFA), ORGANIC - OPERATIONS WITH SALES",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),1,97.3
CENSUS,2016,YEAR,,STATE,NEBRASKA,31,,,,,,,0,,HAYLAGE,"HAYLAGE, (EXCL ALFALFA), ORGANIC - PRODUCTION, MEASURED IN TONS",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
CENSUS,2016,YEAR,,STATE,NEBRASKA,31,,,,,,,0,,HAYLAGE,"HAYLAGE, (EXCL ALFALFA), ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
CENSUS,2016,YEAR,,STATE,NEBRASKA,31,,,,,,,0,,HAYLAGE,"HAYLAGE, (EXCL ALFALFA), ORGANIC - SALES, MEASURED IN TONS",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
CENSUS,2016,YEAR,,STATE,NEBRASKA,31,,,,,,,0,,HAYLAGE,"HAYLAGE, ALFALFA, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
CENSUS,2016,YEAR,,STATE,NEBRASKA,31,,,,,,,0,,HAYLAGE,"HAYLAGE, ALFALFA, ORGANIC - OPERATIONS WITH AREA HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),1,19.4
CENSUS,2016,YEAR,,STATE,NEBRASKA,31,,,,,,,0,,HAYLAGE,"HAYLAGE, ALFALFA, ORGANIC - OPERATIONS WITH SALES",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),1,35.1
CENSUS,2016,YEAR,,STATE,NEBRASKA,31,,,,,,,0,,HAYLAGE,"HAYLAGE, ALFALFA, ORGANIC - PRODUCTION, MEASURED IN TONS",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
CENSUS,2016,YEAR,,STATE,NEBRASKA,31,,,,,,,0,,HAYLAGE,"HAYLAGE, ALFALFA, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
CENSUS,2016,YEAR,,STATE,NEBRASKA,31,,,,,,,0,,HAYLAGE,"HAYLAGE, ALFALFA, ORGANIC - SALES, MEASURED IN TONS",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
CENSUS,2016,YEAR,,STATE,NEBRASKA,31,,,,,,,0,,HAYLAGE,"HAYLAGE, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
CENSUS,2016,YEAR,,STATE,NEBRASKA,31,,,,,,,0,,HAYLAGE,"HAYLAGE, ORGANIC - OPERATIONS WITH AREA HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),2,18.9
CENSUS,2016,YEAR,,STATE,NEBRASKA,31,,,,,,,0,,HAYLAGE,"HAYLAGE, ORGANIC - OPERATIONS WITH SALES",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),2,47.6
CENSUS,2016,YEAR,,STATE,NEBRASKA,31,,,,,,,0,,HAYLAGE,"HAYLAGE, ORGANIC - PRODUCTION, MEASURED IN TONS",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
CENSUS,2016,YEAR,,STATE,NEBRASKA,31,,,,,,,0,,HAYLAGE,"HAYLAGE, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
CENSUS,2016,YEAR,,STATE,NEBRASKA,31,,,,,,,0,,HAYLAGE,"HAYLAGE, ORGANIC - SALES, MEASURED IN TONS",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
CENSUS,2016,YEAR,,STATE,NEBRASKA,31,,,,,,,0,,MILLET,"MILLET, PROSO, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"3,982",17
CENSUS,2016,YEAR,,STATE,NEBRASKA,31,,,,,,,0,,MILLET,"MILLET, PROSO, ORGANIC - OPERATIONS WITH AREA HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),14,14.4
CENSUS,2016,YEAR,,STATE,NEBRASKA,31,,,,,,,0,,MILLET,"MILLET, PROSO, ORGANIC - OPERATIONS WITH SALES",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),14,14.4
CENSUS,2016,YEAR,,STATE,NEBRASKA,31,,,,,,,0,,MILLET,"MILLET, PROSO, ORGANIC - PRODUCTION, MEASURED IN CWT",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"73,262",17.1
CENSUS,2016,YEAR,,STATE,NEBRASKA,31,,,,,,,0,,MILLET,"MILLET, PROSO, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"446,360",17.6
CENSUS,2016,YEAR,,STATE,NEBRASKA,31,,,,,,,0,,MILLET,"MILLET, PROSO, ORGANIC - SALES, MEASURED IN CWT",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"59,452",18.1
CENSUS,2016,YEAR,,STATE,NEBRASKA,31,,,,,,,0,,OATS,"OATS, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"1,402",7.6
CENSUS,2016,YEAR,,STATE,NEBRASKA,31,,,,,,,0,,OATS,"OATS, ORGANIC - OPERATIONS WITH AREA HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),19,8.1
CENSUS,2016,YEAR,,STATE,NEBRASKA,31,,,,,,,0,,OATS,"OATS, ORGANIC - OPERATIONS WITH SALES",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),18,7.4
CENSUS,2016,YEAR,,STATE,NEBRASKA,31,,,,,,,0,,OATS,"OATS, ORGANIC - PRODUCTION, MEASURED IN BU",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"73,599",8.8
CENSUS,2016,YEAR,,STATE,NEBRASKA,31,,,,,,,0,,OATS,"OATS, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"441,628",9.6
CENSUS,2016,YEAR,,STATE,NEBRASKA,31,,,,,,,0,,OATS,"OATS, ORGANIC - SALES, MEASURED IN BU",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"67,560",9.6
CENSUS,2016,YEAR,,STATE,NEBRASKA,31,,,,,,,0,,PEAS,"PEAS, DRY EDIBLE, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),210,13.4
CENSUS,2016,YEAR,,STATE,NEBRASKA,31,,,,,,,0,,PEAS,"PEAS, DRY EDIBLE, ORGANIC - OPERATIONS WITH AREA HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),4,16.6
CENSUS,2016,YEAR,,STATE,NEBRASKA,31,,,,,,,0,,PEAS,"PEAS, DRY EDIBLE, ORGANIC - OPERATIONS WITH SALES",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),4,16.6
CENSUS,2016,YEAR,,STATE,NEBRASKA,31,,,,,,,0,,PEAS,"PEAS, DRY EDIBLE, ORGANIC - PRODUCTION, MEASURED IN CWT",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"4,649",17.1
CENSUS,2016,YEAR,,STATE,NEBRASKA,31,,,,,,,0,,PEAS,"PEAS, DRY EDIBLE, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
CENSUS,2016,YEAR,,STATE,NEBRASKA,31,,,,,,,0,,PEAS,"PEAS, DRY EDIBLE, ORGANIC - SALES, MEASURED IN CWT",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
CENSUS,2016,YEAR,,STATE,NEBRASKA,31,,,,,,,0,,POPCORN,"POPCORN, ORGANIC, SHELLED - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"2,278",9.8
CENSUS,2016,YEAR,,STATE,NEBRASKA,31,,,,,,,0,,POPCORN,"POPCORN, ORGANIC, SHELLED - OPERATIONS WITH AREA HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),21,7.2
CENSUS,2016,YEAR,,STATE,NEBRASKA,31,,,,,,,0,,POPCORN,"POPCORN, ORGANIC, SHELLED - OPERATIONS WITH SALES",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),21,7.2
CENSUS,2016,YEAR,,STATE,NEBRASKA,31,,,,,,,0,,POPCORN,"POPCORN, ORGANIC, SHELLED - PRODUCTION, MEASURED IN LB",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"9,211,129",10.8
CENSUS,2016,YEAR,,STATE,NEBRASKA,31,,,,,,,0,,POPCORN,"POPCORN, ORGANIC, SHELLED - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"3,629,178",10.9
CENSUS,2016,YEAR,,STATE,NEBRASKA,31,,,,,,,0,,POPCORN,"POPCORN, ORGANIC, SHELLED - SALES, MEASURED IN LB",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"8,628,628",11
CENSUS,2016,YEAR,,STATE,NEBRASKA,31,,,,,,,0,,RYE,"RYE, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
CENSUS,2016,YEAR,,STATE,NEBRASKA,31,,,,,,,0,,RYE,"RYE, ORGANIC - OPERATIONS WITH AREA HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),3,16.6
CENSUS,2016,YEAR,,STATE,NEBRASKA,31,,,,,,,0,,RYE,"RYE, ORGANIC - OPERATIONS WITH SALES",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),3,16.6
CENSUS,2016,YEAR,,STATE,NEBRASKA,31,,,,,,,0,,RYE,"RYE, ORGANIC - PRODUCTION, MEASURED IN BU",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
CENSUS,2016,YEAR,,STATE,NEBRASKA,31,,,,,,,0,,RYE,"RYE, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
CENSUS,2016,YEAR,,STATE,NEBRASKA,31,,,,,,,0,,RYE,"RYE, ORGANIC - SALES, MEASURED IN BU",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
CENSUS,2016,YEAR,,STATE,NEBRASKA,31,,,,,,,0,,SORGHUM,"SORGHUM, GRAIN, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
CENSUS,2016,YEAR,,STATE,NEBRASKA,31,,,,,,,0,,SORGHUM,"SORGHUM, GRAIN, ORGANIC - OPERATIONS WITH AREA HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),3,20.7
CENSUS,2016,YEAR,,STATE,NEBRASKA,31,,,,,,,0,,SORGHUM,"SORGHUM, GRAIN, ORGANIC - OPERATIONS WITH SALES",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),3,20.9
CENSUS,2016,YEAR,,STATE,NEBRASKA,31,,,,,,,0,,SORGHUM,"SORGHUM, GRAIN, ORGANIC - PRODUCTION, MEASURED IN BU",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
CENSUS,2016,YEAR,,STATE,NEBRASKA,31,,,,,,,0,,SORGHUM,"SORGHUM, GRAIN, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
CENSUS,2016,YEAR,,STATE,NEBRASKA,31,,,,,,,0,,SORGHUM,"SORGHUM, GRAIN, ORGANIC - SALES, MEASURED IN BU",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
CENSUS,2016,YEAR,,STATE,NEBRASKA,31,,,,,,,0,,SOYBEANS,"SOYBEANS, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"5,857",9.1
CENSUS,2016,YEAR,,STATE,NEBRASKA,31,,,,,,,0,,SOYBEANS,"SOYBEANS, ORGANIC - OPERATIONS WITH AREA HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),64,5.7
CENSUS,2016,YEAR,,STATE,NEBRASKA,31,,,,,,,0,,SOYBEANS,"SOYBEANS, ORGANIC - OPERATIONS WITH SALES",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),63,5.5
CENSUS,2016,YEAR,,STATE,NEBRASKA,31,,,,,,,0,,SOYBEANS,"SOYBEANS, ORGANIC - PRODUCTION, MEASURED IN BU",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"273,100",6.7
CENSUS,2016,YEAR,,STATE,NEBRASKA,31,,,,,,,0,,SOYBEANS,"SOYBEANS, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"4,710,354",7.4
CENSUS,2016,YEAR,,STATE,NEBRASKA,31,,,,,,,0,,SOYBEANS,"SOYBEANS, ORGANIC - SALES, MEASURED IN BU",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"231,687",7.4
